,ts1,ts2,ts3,ts4,ts5
16.5016501650165,4.3,-2.9,1.1,0.3,-1.5
16.6016601660166,4.3,-2.9,1.1,0.3,-1.5
16.7016701670167,4.3,-2.9,1.1,0.3,-1.5
16.8016801680168,4.3,-2.9,1.1,0.3,-1.5
16.901690169016902,4.3,-2.9,1.1,0.3,-1.5
17.001700170017,4.3,-2.9,1.1,0.3,-1.5
17.1017101710171,4.3,-2.9,1.1,0.3,-1.5
17.2017201720172,4.3,-2.9,1.1,0.3,-1.5
17.3017301730173,4.3,-2.9,1.1,0.3,-1.5
17.4017401740174,4.3,-2.9,1.1,0.3,-1.5
17.501750175017502,4.3,-2.9,1.1,0.3,-1.5
17.6017601760176,4.3,-2.9,1.1,0.3,-1.5
17.7017701770177,4.3,-2.9,1.1,0.3,-1.5
17.8017801780178,4.3,-2.9,1.1,0.3,-1.5
17.9017901790179,4.3,-2.9,1.1,0.3,-1.5
18.001800180018,4.3,-2.9,1.1,0.3,-1.5
18.101810181018102,4.3,-2.9,1.1,0.3,-1.5
18.2018201820182,4.3,-2.9,1.1,0.3,-1.5
18.3018301830183,4.3,-2.9,1.1,0.3,-1.5
18.4018401840184,4.3,-2.9,1.1,0.3,-1.5
18.5018501850185,4.3,-2.9,1.1,0.3,-1.5
18.6018601860186,4.3,-2.9,1.1,0.3,-1.5
18.701870187018702,4.3,-2.9,1.1,0.3,-1.5
18.8018801880188,4.3,-2.9,1.1,0.3,-1.5
18.9018901890189,4.3,-2.9,1.1,0.3,-1.5
19.001900190019,4.3,-2.9,1.1,0.3,-1.5
19.1019101910191,4.3,-2.9,1.1,0.3,-1.5
19.2019201920192,4.3,-2.9,1.1,0.3,-1.5
19.301930193019302,4.3,-2.9,1.1,0.3,-1.5
19.4019401940194,4.3,-2.9,1.1,0.3,-1.5
19.5019501950195,4.3,-2.9,1.1,0.3,-1.5
19.6019601960196,4.3,-2.9,1.1,0.3,-1.5
19.7019701970197,4.3,-2.9,1.1,0.3,-1.5
19.801980198019802,4.3,-2.9,1.1,0.3,-1.5
19.901990199019902,4.3,-2.9,1.1,0.3,-1.5
20.00200020002,4.3,-2.9,1.1,0.3,-1.5
20.1020102010201,4.3,-2.9,1.1,0.3,-1.5
20.2020202020202,4.3,-2.9,1.1,0.3,-1.5
20.3020302030203,4.3,-2.9,1.1,0.3,-1.5
20.402040204020402,4.3,-2.9,1.1,0.3,-1.5
20.502050205020502,4.3,-2.9,1.1,0.3,-1.5
20.6020602060206,4.3,-2.9,1.1,0.3,-1.5
20.7020702070207,4.3,-2.9,1.1,0.3,-1.5
20.8020802080208,4.3,-2.9,1.1,0.3,-1.5
20.9020902090209,4.3,-2.9,1.1,0.3,-1.5
21.002100210021002,4.3,-2.9,1.1,0.3,-1.5
21.102110211021103,4.3,-2.9,1.1,0.3,-1.5
21.2021202120212,4.3,-2.9,1.1,0.3,-1.5
21.3021302130213,4.3,-2.9,1.1,0.3,-1.5
21.4021402140214,4.3,-2.9,1.1,0.3,-1.5
21.5021502150215,4.3,-2.9,1.1,0.3,-1.5
21.602160216021602,4.3,-2.9,1.1,0.3,-1.5
21.702170217021703,4.3,-2.9,1.1,0.3,-1.5
21.8021802180218,4.3,-2.9,1.1,0.3,-1.5
21.9021902190219,4.3,-2.9,1.1,0.3,-1.5
22.002200220022,4.3,-2.9,1.1,0.3,-1.5
22.1022102210221,4.3,-2.9,1.1,0.3,-1.5
22.202220222022202,4.3,-2.9,1.1,0.3,-1.5
22.302230223022303,4.3,-2.9,1.1,0.3,-1.5
22.4022402240224,4.3,-2.9,1.1,0.3,-1.5
22.5022502250225,4.3,-2.9,1.1,0.3,-1.5
22.6022602260226,4.3,-2.9,1.1,0.3,-1.5
22.7022702270227,4.3,-2.9,1.1,0.3,-1.5
22.802280228022802,4.3,-2.9,1.1,0.3,-1.5
22.902290229022903,4.3,-2.9,1.1,0.3,-1.5
23.002300230023,4.3,-2.9,1.1,0.3,-1.5
23.1023102310231,4.3,-2.9,1.1,0.3,-1.5
23.2023202320232,4.3,-2.9,1.1,0.3,-1.5
23.3023302330233,4.3,-2.9,1.1,0.3,-1.5
23.402340234023402,4.3,-2.9,1.1,0.3,-1.5
23.502350235023503,4.3,-2.9,1.1,0.3,-1.5
23.6023602360236,4.3,-2.9,1.1,0.3,-1.5
23.7023702370237,4.3,-2.9,1.1,0.3,-1.5
23.8023802380238,4.3,-2.9,1.1,0.3,-1.5
23.9023902390239,4.3,-2.9,1.1,0.3,-1.5
24.002400240024002,4.3,-2.9,1.1,0.3,-1.5
24.102410241024103,4.3,-2.9,1.1,0.3,-1.5
24.2024202420242,4.3,-2.9,1.1,0.3,-1.5
24.3024302430243,4.3,-2.9,1.1,0.3,-1.5
24.4024402440244,4.3,-2.9,1.1,0.3,-1.5
24.5024502450245,4.3,-2.9,1.1,0.3,-1.5
24.602460246024602,4.3,-2.9,1.1,0.3,-1.5
24.702470247024703,4.3,-2.9,1.1,0.3,-1.5
24.8024802480248,4.3,-2.9,1.1,0.3,-1.5
24.9024902490249,4.3,-2.9,1.1,0.3,-1.5
25.002500250025,4.3,-2.9,1.1,0.3,-1.5
25.1025102510251,4.3,-2.9,1.1,0.3,-1.5
25.202520252025202,4.3,-2.9,1.1,0.3,-1.5
25.302530253025303,4.3,-2.9,1.1,0.3,-1.5
25.4025402540254,4.3,-2.9,1.1,0.3,-1.5
25.5025502550255,4.3,-2.9,1.1,0.3,-1.5
25.6025602560256,4.3,-2.9,1.1,0.3,-1.5
25.7025702570257,4.3,-2.9,1.1,0.3,-1.5
25.802580258025802,4.3,-2.9,1.1,0.3,-1.5
25.9025902590259,4.3,-2.9,1.1,0.3,-1.5
26.002600260026,4.3,-2.9,1.1,0.3,-1.5
26.1026102610261,4.3,-2.9,1.1,0.3,-1.5
26.2026202620262,4.3,-2.9,1.1,0.3,-1.5
26.302630263026302,4.3,-2.9,1.1,0.3,-1.5
26.402640264026402,4.3,-2.9,1.1,0.3,-1.5
26.5026502650265,4.3,-2.9,1.1,0.3,-1.5
26.6026602660266,4.3,-2.9,1.1,0.3,-1.5
26.7026702670267,4.3,-2.9,1.1,0.3,-1.5
26.8026802680268,4.3,-2.9,1.1,0.3,-1.5
26.902690269026902,4.3,-2.9,1.1,0.3,-1.5
27.002700270027002,4.3,-2.9,1.1,0.3,-1.5
27.1027102710271,4.3,-2.9,1.1,0.3,-1.5
27.2027202720272,4.3,-2.9,1.1,0.3,-1.5
27.3027302730273,4.3,-2.9,1.1,0.3,-1.5
27.4027402740274,4.3,-2.9,1.1,0.3,-1.5
27.502750275027502,4.3,-2.9,1.1,0.3,-1.5
27.602760276027603,4.3,-2.9,1.1,0.3,-1.5
27.7027702770277,4.3,-2.9,1.1,0.3,-1.5
27.8027802780278,4.3,-2.9,1.1,0.3,-1.5
27.9027902790279,4.3,-2.9,1.1,0.3,-1.5
28.002800280028,4.3,-2.9,1.1,0.3,-1.5
28.102810281028102,4.3,-2.9,1.1,0.3,-1.5
28.202820282028203,4.3,-2.9,1.1,0.3,-1.5
28.3028302830283,4.3,-2.9,1.1,0.3,-1.5
28.4028402840284,4.3,-2.9,1.1,0.3,-1.5
28.5028502850285,4.3,-2.9,1.1,0.3,-1.5
28.6028602860286,4.3,-2.9,1.1,0.3,-1.5
28.702870287028702,4.3,-2.9,1.1,0.3,-1.5
28.802880288028803,4.3,-2.9,1.1,0.3,-1.5
28.9028902890289,4.3,-2.9,1.1,0.3,-1.5
29.002900290029,4.3,-2.9,1.1,0.3,-1.5
29.1029102910291,4.3,-2.9,1.1,0.3,-1.5
29.2029202920292,4.3,-2.9,1.1,0.3,-1.5
29.302930293029302,4.3,-2.9,1.1,0.3,-1.5
29.402940294029403,4.3,-2.9,1.1,0.3,-1.5
29.5029502950295,4.3,-2.9,1.1,0.3,-1.5
29.6029602960296,4.3,-2.9,1.1,0.3,-1.5
29.7029702970297,4.3,-2.9,1.1,0.3,-1.5
29.8029802980298,4.3,-2.9,1.1,0.3,-1.5
29.902990299029902,4.3,-2.9,1.1,0.3,-1.5
30.003000300030003,4.3,-2.9,1.1,0.3,-1.5
30.1030103010301,4.3,-2.9,1.1,0.3,-1.5
30.2030203020302,4.3,-2.9,1.1,0.3,-1.5
30.3030303030303,4.3,-2.9,1.1,0.3,-1.5
30.4030403040304,4.3,-2.9,1.1,0.3,-1.5
30.503050305030502,4.3,-2.9,1.1,0.3,-1.5
30.603060306030603,4.3,-2.9,1.1,0.3,-1.5
30.7030703070307,4.3,-2.9,1.1,0.3,-1.5
30.8030803080308,4.3,-2.9,1.1,0.3,-1.5
30.9030903090309,4.3,-2.9,1.1,0.3,-1.5
31.003100310031,4.3,-2.9,1.1,0.3,-1.5
31.103110311031102,4.3,-2.9,1.1,0.3,-1.5
31.203120312031203,4.3,-2.9,1.1,0.3,-1.5
31.3031303130313,4.3,-2.9,1.1,0.3,-1.5
31.4031403140314,4.3,-2.9,1.1,0.3,-1.5
31.5031503150315,4.3,-2.9,1.1,0.3,-1.5
31.6031603160316,4.3,-2.9,1.1,0.3,-1.5
31.703170317031702,4.3,-2.9,1.1,0.3,-1.5
31.803180318031803,4.3,-2.9,1.1,0.3,-1.5
31.9031903190319,4.3,-2.9,1.1,0.3,-1.5
32.003200320032,4.3,-2.9,1.1,0.3,-1.5
32.1032103210321,4.3,-2.9,1.1,0.3,-1.5
32.2032203220322,4.3,-2.9,1.1,0.3,-1.5
32.3032303230323,4.3,-2.9,1.1,0.3,-1.5
32.4032403240324,4.3,-2.9,1.1,0.3,-1.5
32.503250325032504,4.3,-2.9,1.1,0.3,-1.5
32.603260326032604,4.3,-2.9,1.1,0.3,-1.5
32.703270327032705,4.3,-2.9,1.1,0.3,-1.5
32.8032803280328,4.3,-2.9,1.1,0.3,-1.5
32.9032903290329,4.3,-2.9,1.1,0.3,-1.5
33.003300330033,4.3,-2.9,1.1,0.3,-1.5
33.1033103310331,4.3,-2.9,1.1,0.3,-1.5
33.2033203320332,4.3,-2.9,1.1,0.3,-1.5
33.3033303330333,4.3,-2.9,1.1,0.3,-1.5
33.4033403340334,4.3,-2.9,1.1,0.3,-1.5
33.5033503350335,4.3,-2.9,1.1,0.3,-1.5
33.6033603360336,4.3,-2.9,1.1,0.3,-1.5
33.703370337033704,4.3,-2.9,1.1,0.3,-1.5
33.803380338033804,4.3,-2.9,1.1,0.3,-1.5
33.903390339033905,4.3,-2.9,1.1,0.3,-1.5
34.003400340034,4.3,-2.9,1.1,0.3,-1.5
34.1034103410341,4.3,-2.9,1.1,0.3,-1.5
34.2034203420342,4.3,-2.9,1.1,0.3,-1.5
34.3034303430343,4.3,-2.9,1.1,0.3,-1.5
34.4034403440344,4.3,-2.9,1.1,0.3,-1.5
34.5034503450345,4.3,-2.9,1.1,0.3,-1.5
34.6034603460346,4.3,-2.9,1.1,0.3,-1.5
34.7034703470347,4.3,-2.9,1.1,0.3,-1.5
34.8034803480348,4.3,-2.9,1.1,0.3,-1.5
34.903490349034904,4.3,-2.9,1.1,0.3,-1.5
35.003500350035004,4.3,-2.9,1.1,0.3,-1.5
35.103510351035105,4.3,-2.9,1.1,0.3,-1.5
35.2035203520352,4.3,-2.9,1.1,0.3,-1.5
35.3035303530353,4.3,-2.9,1.1,0.3,-1.5
35.4035403540354,4.3,-2.9,1.1,0.3,-1.5
35.5035503550355,4.3,-2.9,1.1,0.3,-1.5
35.6035603560356,4.3,-2.9,1.1,0.3,-1.5
35.7035703570357,4.3,-2.9,1.1,0.3,-1.5
35.8035803580358,4.3,-2.9,1.1,0.3,-1.5
35.9035903590359,4.3,-2.9,1.1,0.3,-1.5
36.003600360036,4.3,-2.9,1.1,0.3,-1.5
36.103610361036104,4.3,-2.9,1.1,0.3,-1.5
36.203620362036204,4.3,-2.9,1.1,0.3,-1.5
36.303630363036305,4.3,-2.9,1.1,0.3,-1.5
36.4036403640364,4.3,-2.9,1.1,0.3,-1.5
36.5036503650365,4.3,-2.9,1.1,0.3,-1.5
36.6036603660366,4.3,-2.9,1.1,0.3,-1.5
36.7036703670367,4.3,-2.9,1.1,0.3,-1.5
36.8036803680368,4.3,-2.9,1.1,0.3,-1.5
36.9036903690369,4.3,-2.9,1.1,0.3,-1.5
37.003700370037,4.3,-2.9,1.1,0.3,-1.5
37.1037103710371,4.3,-2.9,1.1,0.3,-1.5
37.2037203720372,4.3,-2.9,1.1,0.3,-1.5
37.303730373037304,4.3,-2.9,1.1,0.3,-1.5
37.403740374037405,4.3,-2.9,1.1,0.3,-1.5
37.503750375037505,4.3,-2.9,1.1,0.3,-1.5
37.6037603760376,4.3,-2.9,1.1,0.3,-1.5
37.7037703770377,4.3,-2.9,1.1,0.3,-1.5
37.8037803780378,4.3,-2.9,1.1,0.3,-1.5
37.9037903790379,4.3,-2.9,1.1,0.3,-1.5
38.003800380038,4.3,-2.9,1.1,0.3,-1.5
38.1038103810381,4.3,-2.9,1.1,0.3,-1.5
38.2038203820382,4.3,-2.9,1.1,0.3,-1.5
38.3038303830383,4.3,-2.9,1.1,0.3,-1.5
38.4038403840384,4.3,-2.9,1.1,0.3,-1.5
38.503850385038504,4.3,-2.9,1.1,0.3,-1.5
38.603860386038605,4.3,-2.9,1.1,0.3,-1.5
38.7038703870387,4.3,-2.9,1.1,0.3,-1.5
38.8038803880388,4.3,-2.9,1.1,0.3,-1.5
38.9038903890389,4.3,-2.9,1.1,0.3,-1.5
39.003900390039,4.3,-2.9,1.1,0.3,-1.5
39.1039103910391,4.3,-2.9,1.1,0.3,-1.5
39.2039203920392,4.3,-2.9,1.1,0.3,-1.5
39.3039303930393,4.3,-2.9,1.1,0.3,-1.5
39.4039403940394,4.3,-2.9,1.1,0.3,-1.5
39.5039503950395,4.3,-2.9,1.1,0.3,-1.5
39.603960396039604,4.3,-2.9,1.1,0.3,-1.5
39.703970397039704,4.3,-2.9,1.1,0.3,-1.5
39.803980398039805,4.3,-2.9,1.1,0.3,-1.5
39.9039903990399,4.3,-2.9,1.1,0.3,-1.5
40.00400040004,4.3,-2.9,1.1,0.3,-1.5
40.1040104010401,4.3,-2.9,1.1,0.3,-1.5
40.2040204020402,4.3,-2.9,1.1,0.3,-1.5
40.3040304030403,4.3,-2.9,1.1,0.3,-1.5
40.4040404040404,4.3,-2.9,1.1,0.3,-1.5
40.5040504050405,4.3,-2.9,1.1,0.3,-1.5
40.6040604060406,4.3,-2.9,1.1,0.3,-1.5
40.7040704070407,4.3,-2.9,1.1,0.3,-1.5
40.804080408040804,4.3,-2.9,1.1,0.3,-1.5
40.904090409040904,4.3,-2.9,1.1,0.3,-1.5
41.004100410041005,4.3,-2.9,1.1,0.3,-1.5
41.1041104110411,4.3,-2.9,1.1,0.3,-1.5
41.2041204120412,4.3,-2.9,1.1,0.3,-1.5
41.3041304130413,4.3,-2.9,1.1,0.3,-1.5
41.4041404140414,4.3,-2.9,1.1,0.3,-1.5
41.5041504150415,4.3,-2.9,1.1,0.3,-1.5
41.6041604160416,4.3,-2.9,1.1,0.3,-1.5
41.7041704170417,4.3,-2.9,1.1,0.3,-1.5
41.8041804180418,4.3,-2.9,1.1,0.3,-1.5
41.9041904190419,4.3,-2.9,1.1,0.3,-1.5
42.004200420042004,4.3,-2.9,1.1,0.3,-1.5
42.104210421042104,4.3,-2.9,1.1,0.3,-1.5
42.204220422042205,4.3,-2.9,1.1,0.3,-1.5
42.3042304230423,4.3,-2.9,1.1,0.3,-1.5
42.4042404240424,4.3,-2.9,1.1,0.3,-1.5
42.5042504250425,4.3,-2.9,1.1,0.3,-1.5
42.6042604260426,4.3,-2.9,1.1,0.3,-1.5
42.7042704270427,4.3,-2.9,1.1,0.3,-1.5
42.8042804280428,4.3,-2.9,1.1,0.3,-1.5
42.9042904290429,4.3,-2.9,1.1,0.3,-1.5
43.004300430043,4.3,-2.9,1.1,0.3,-1.5
43.1043104310431,4.3,-2.9,1.1,0.3,-1.5
43.204320432043204,4.3,-2.9,1.1,0.3,-1.5
43.304330433043305,4.3,-2.9,1.1,0.3,-1.5
43.404340434043405,4.3,-2.9,1.1,0.3,-1.5
43.5043504350435,4.3,-2.9,1.1,0.3,-1.5
43.6043604360436,4.3,-2.9,1.1,0.3,-1.5
43.7043704370437,4.3,-2.9,1.1,0.3,-1.5
43.8043804380438,4.3,-2.9,1.1,0.3,-1.5
43.9043904390439,4.3,-2.9,1.1,0.3,-1.5
44.004400440044,4.3,-2.9,1.1,0.3,-1.5
44.1044104410441,4.3,-2.9,1.1,0.3,-1.5
44.2044204420442,4.3,-2.9,1.1,0.3,-1.5
44.3044304430443,4.3,-2.9,1.1,0.3,-1.5
44.404440444044404,4.3,-2.9,1.1,0.3,-1.5
44.504450445044505,4.3,-2.9,1.1,0.3,-1.5
44.604460446044605,4.3,-2.9,1.1,0.3,-1.5
44.7044704470447,4.3,-2.9,1.1,0.3,-1.5
44.8044804480448,4.3,-2.9,1.1,0.3,-1.5
44.9044904490449,4.3,-2.9,1.1,0.3,-1.5
45.004500450045,4.3,-2.9,1.1,0.3,-1.5
45.1045104510451,4.3,-2.9,1.1,0.3,-1.5
45.2045204520452,4.3,-2.9,1.1,0.3,-1.5
45.3045304530453,4.3,-2.9,1.1,0.3,-1.5
45.4045404540454,4.3,-2.9,1.1,0.3,-1.5
45.504550455045504,4.3,-2.9,1.1,0.3,-1.5
45.604560456045604,4.3,-2.9,1.1,0.3,-1.5
45.704570457045705,4.3,-2.9,1.1,0.3,-1.5
45.804580458045805,4.3,-2.9,1.1,0.3,-1.5
45.9045904590459,4.3,-2.9,1.1,0.3,-1.5
46.004600460046,4.3,-2.9,1.1,0.3,-1.5
46.1046104610461,4.3,-2.9,1.1,0.3,-1.5
46.2046204620462,4.3,-2.9,1.1,0.3,-1.5
46.3046304630463,4.3,-2.9,1.1,0.3,-1.5
46.4046404640464,4.3,-2.9,1.1,0.3,-1.5
46.5046504650465,4.3,-2.9,1.1,0.3,-1.5
